Regulating Agency	Water System Number	Water System Name	System Status	Federal Water System Classification	State Water System Classification	Principal County Served	Population Served	Service Connections	PS Code	Sampling Point Name	Facility Type	Facility Status	Sample Type	Sample Date	Sample Time	Analysis Date	ELAP Cert#	Lab Name	Analyte Code	Analyte Name	Result	Counting Error	Units of Measure	Less Than Reporting Level	Reporting Level	DLR	MCL	Method
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_DST_LCR	LCR Tap Sample	DS	A	RT	07-18-2023	09:00:00	07-25-2023	1677	BASIC LABORATORY (REDDING)	1022	COPPER, FREE	95.1		UG/L	N	0.500000000	50		EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	06-12-2025	11:28:00	06-24-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2424	1,3,5-TRIMETHYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	09-04-2025	11:20:00	09-12-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2966	P-CHLOROTOLUENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_002_002	WELL 06	WL	A	RT	06-05-2025	08:22:00	06-12-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2246	HEXACHLOROBUTADIENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:10:00	04-21-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1042	POTASSIUM	4		MG/L	N	1.000000000			EPA 200.7
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_007_007	WELL 02 - BELLAMY	WL	A	RT	06-06-2023	10:35:00	06-09-2023	1677	BASIC LABORATORY (REDDING)	1915	HARDNESS, TOTAL (AS CACO3)	28		MG/L	N	5.000000000			SM 2340 C
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_003_003	WELL 9M	WL	A	RT	07-11-2023	11:55:00	07-18-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE	800		UG/L	N	20.000000000		50	EPA 200.7
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_002_002	WELL 06	WL	A	RT	06-05-2025	08:22:00	06-12-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2418	1,2,4-TRIMETHYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200134	BLAIRSDEN WATER USERS ASSN	A	C	C	PLUMAS	200	50	CA3200134_001_001	SPRING 01	SP	A	RT	08-08-2023	08:20:00	08-15-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2430	BROMOCHLOROMETHANE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	03-27-2023	10:45:00	03-30-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	12		UG/L	N	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_005_005	ARSENIC COMPLIANCE POINT	SS	A	RT	02-25-2025	09:55:00	02-28-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	9		UG/L	N	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:25:00	04-21-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1052	SODIUM	21		MG/L	N	1.000000000			EPA 200.7
LPA62 - PLUMAS COUNTY	CA3200127	ARLINGTON HEIGHTS MHP	A	C	C	PLUMAS	33	39	CA3200127_003_003	WELL 02 (INSTALLED 2014)	WL	A	RT	10-09-2024	07:40:00	11-05-2024	2698	E.S. BABCOCK & SONS	2816	HFPO-DA			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_004_004	WELL 04	WL	A	RT	06-20-2023	09:48:00	06-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE	0.5		MG/L	N	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_002_002	LAKE DAVIS - TREATED	CC	A	RT	07-25-2023	08:34:00	07-26-2023	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1040	NITRATE			MG/L	Y	0.050000000	.4	10	EPA 300.0
LPA62 - PLUMAS COUNTY	CA3200618	GOODWIN'S GENERAL STORE	A	NC	NC	PLUMAS	25	1	CA3200618_002_002	WELL 02	WL	A	RT	05-09-2023	11:10:00	05-15-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE	2.2		MG/L	N	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_002_002	TREATMENT PLANT - TREATED	TP	A	RT	08-13-2024	08:50:00	08-28-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	EPA 300.0
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	08-10-2023	09:37:00	08-16-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	8		UG/L	N	2.000000000	2	10	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_004_004	WELL 04	WL	A	RT	07-16-2024	11:10:00	07-27-2024	2698	E.S. BABCOCK & SONS	2827	NONAFLUORO NFDHA			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	06-12-2025	11:00:00	06-27-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4006	COMBINED URANIUM	11.3	0.000	PCI/L	N	1.000000000	1	20	EPA 200.8
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_003_003	WELL 01	WL	A	RT	06-13-2024	11:19:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2978	1,1-DICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	11-05-2024	11:00:00	11-25-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1020	CHROMIUM			UG/L	Y	10.000000000	10	50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200196	GRIZZLY BITE	A	NP	LSS	PLUMAS	24	1	CA3200196_001_001	WELL 01	WL	A	RT	07-18-2024	11:25:00	07-25-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_004_004	WELL 03	WL	A	RT	10-04-2023	11:00:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2410	1,1-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_001_001	WELL 01	WL	A	RT	03-21-2023	11:25:00	03-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2218	TRICHLOROFLUOROMETHANE			UG/L	Y	5.000000000	5	150	EPA 524.2
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_DST_801	DBPR Sample	DS	A	RT	09-16-2025	11:11:00	09-29-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2451	DICHLOROACETIC ACID	2		UG/L	N	1.000000000	1		EPA 552.2
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_002_002	WELL 02	WL	A	RT	09-29-2025	11:40:00	10-03-2025	2698	E.S. BABCOCK & SONS	2803	PERFLUOROHEXANE SULFONIC ACID (PFHxS)			NG/L	Y	2.000000000			EPA 533
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_004_004	WELL 02	WL	A	RT	06-13-2024	11:30:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	3.000000000	3	13	EPA 524.2
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_004_004	WELL 1 - RAW	WL	A	RT	06-06-2024	08:36:00	06-11-2024	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2228	CIS-1,3-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200026	LNF DOMINGO SPRINGS CG	A	NP	LSS	PLUMAS	24	1	CA3200026_001_001	SPRING 01	WL	I	RT	08-28-2024	09:30:00	09-11-2024	2670	FGL ENVIRONMENTAL (CHICO)	1905	COLOR			UNITS	Y	5.000000000		15	SM 2120 B
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	08-20-2024	11:28:00	08-23-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2214	BROMOMETHANE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	04-08-2024	15:55:00	05-02-2024	2698	E.S. BABCOCK & SONS	2806	PERFLUOROCTANOIC ACID (PFOA)			NG/L	Y	1.700000000			EPA 533
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_DST_801	DBPR Sample	DS	A	RT	08-07-2025	10:09:00	08-19-2025	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2456	TOTAL HALOACETIC ACIDS (HAA5)			UG/L	Y	1.000000000		60	EPA 552.3
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	04-08-2024	10:24:00	04-19-2024	1677	BASIC LABORATORY (REDDING)	1028	IRON			UG/L	Y	50.000000000		300	EPA 200.7
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_002_002	TREATMENT PLANT - TREATED	TP	A	RT	08-20-2024	08:35:00	09-05-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1930	TDS	70		MG/L	N	20.000000000		1000	SM 2540 C
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_001_001	WELL 1P	WL	A	RT	04-09-2024	12:15:00	04-26-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1028	IRON	360		UG/L	N	30.000000000		300	EPA 200.7
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_003_003	WELL 05	WL	A	RT	09-20-2023	10:15:00	09-28-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1079	BORON, TOTAL			UG/L	Y	100.000000000			EPA 200.7
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_003_003	WELL 02	WL	A	RT	10-04-2023	11:50:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2245	ISOPROPYL ETHER			UG/L	Y	3.000000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200114	EVERGREEN MOTEL & MHP	A	C	C	PLUMAS	28	40	CA3200114_001_001	WELL 01	WL	A	RT	03-12-2024	08:45:00	03-29-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1927	ALKALINITY, TOTAL	60		MG/L	N	10.000000000			SM 2320 B
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_005_005	WELLS 02, 03, & 04-REPRESENTATIVE	WL	A	RT	10-05-2023	09:45:00	10-10-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1080	CHROMIUM, HEX			UG/L	Y	1.000000000			EPA 218.6
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	07-09-2025	09:00:00	07-15-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2378	1,2,4-TRICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_004_004	WELL 29A (REPLACED WELL 29 IN 2007)	WL	A	RT	08-29-2023	11:55:00	09-12-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1017	CHLORIDE			MG/L	Y	1.000000000		500	EPA 300.0
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_006_006	WELL 03	WL	A	RT	04-11-2023	12:58:00	04-19-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2985	1,1,2-TRICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_017_017	WELL 07	WL	A	RT	06-17-2025	09:07:00	06-17-2025	1677	BASIC LABORATORY (REDDING)	1040	NITRATE	0.60		MG/L	N	0.100000000	.4	10	EPA 300.0
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_001_001	WELL 1P	WL	A	RT	04-09-2024	12:15:00	04-26-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	16		UG/L	N	2.000000000	2	10	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200111	FEATHER RIVER COMMUNITY COLLEGE	A	NTNC	NTNC	PLUMAS	600	300	CA3200111_001_001	WELL 01 (FOOTBALL FIELD)	WL	A	RT	06-13-2023	09:00:00	07-06-2023	1677	BASIC LABORATORY (REDDING)	1005	ARSENIC			UG/L	Y	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_005_005	WELL 07	WL	A	RT	09-20-2023	09:30:00	10-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1997	LANGELIER INDEX (PH(S))	-0.2		LANG	N	0.000000000			SM 2330 B
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_003_003	WELL 02	WL	A	RT	10-04-2023	11:50:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2991	TOLUENE			UG/L	Y	0.500000000	.5	150	EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	06-17-2025	09:30:00	06-24-2025	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2378	1,2,4-TRICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	07-11-2023	11:09:00	08-02-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1015	CADMIUM			UG/L	Y	1.000000000	1	5	EPA 200.8
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_001_001	WELL 03	WL	A	RT	09-20-2023	09:52:00	09-28-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2905	FOAMING AGENTS (SURFACTANTS)			MG/L	Y	0.050000000		.5	SM 5540 C-00
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_DST_LCR	LCR Tap Sample	DS	A	RT	07-18-2023	09:05:00	07-25-2023	1677	BASIC LABORATORY (REDDING)	1030	LEAD			UG/L	Y	0.500000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	07-11-2023	11:09:00	07-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2214	BROMOMETHANE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200194	TWAIN STORE WATER SYSTEM	A	NP	LSS	PLUMAS	24	1	CA3200194_001_001	WELL 01	WL	A	RT	05-27-2025	09:12:00	05-27-2025	1677	BASIC LABORATORY (REDDING)	1040	NITRATE	0.10		MG/L	N	0.100000000	.4	10	EPA 300.0
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	08-20-2024	11:28:00	08-23-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2030	P-ISOPROPYLTOLUENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_001_001	WELL 1P	WL	A	RT	04-11-2023	12:30:00	04-18-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	12		UG/L	N	2.000000000	2	10	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_002_002	WELL 02	WL	A	RT	07-16-2024	11:40:00	07-27-2024	2698	E.S. BABCOCK & SONS	2825	PERFLUORO PFMBA			NG/L	Y	1.800000000			EPA 533
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_006_006	WELL 2 - RAW	WL	A	RT	04-17-2024	12:15:00	05-16-2024	2698	E.S. BABCOCK & SONS	2823	PERFLUORO PFMPA			NG/L	Y	1.800000000			EPA 533
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_007_007	WELL 02 - BELLAMY	WL	A	RT	07-06-2023	10:22:00	07-25-2023	1677	BASIC LABORATORY (REDDING)	1074	ANTIMONY, TOTAL			UG/L	Y	0.500000000	6	6	EPA 200.8
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	09-22-2025	09:44:00	09-29-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	21		UG/L	N	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_004_004	WELL 03	WL	A	RT	10-04-2023	11:00:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2408	DIBROMOMETHANE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_001_001	SCHUMAKER SPRINGS	SP	A	RT	07-10-2024	11:02:00	07-16-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2968	O-DICHLOROBENZENE			UG/L	Y	0.500000000	.5	600	EPA 524.2
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_004_004	WELL 1 - RAW	WL	A	RT	06-06-2024	08:36:00	06-11-2024	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2378	1,2,4-TRICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_006_006	WELL 2 - RAW	WL	A	RT	04-17-2024	12:15:00	05-16-2024	2698	E.S. BABCOCK & SONS	2812	PERFLUOROUNDECANOIC ACID (PFUNA)			NG/L	Y	1.800000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_002_002	WELL 02	WL	A	RT	07-11-2023	10:55:00	08-04-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1022	COPPER, FREE			UG/L	Y	50.000000000	50	1000	EPA 200.7
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_DST_LCR	LCR Tap Sample	DS	A	RT	07-13-2023	06:30:00	08-16-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1022	COPPER, FREE	80		UG/L	N	50.000000000	50		EPA 200.7
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_001_001	WELL 01	WL	A	RT	03-21-2023	11:25:00	03-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1020	CHROMIUM			UG/L	Y	10.000000000	10	50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	08-29-2023	12:10:00	09-14-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1052	SODIUM	8		MG/L	N	1.000000000			EPA 200.7
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_DST_801	DBPR Sample	DS	A	RT	03-19-2024	08:30:00	04-02-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2941	CHLOROFORM	59		UG/L	N	1.000000000	1		EPA 551.1
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_DST_LCR	LCR Tap Sample	DS	A	RT	09-05-2023	07:00:00	09-12-2023	1677	BASIC LABORATORY (REDDING)	1022	COPPER, FREE	387		UG/L	N	0.500000000	50		EPA 200.8
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_DST_801	DBPR Sample	DS	A	RT	06-18-2024	08:10:00	06-28-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2453	MONOBROMOACETIC ACID			UG/L	Y	1.000000000	1		EPA 552.2
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_001_001	WELL 01	WL	A	RT	03-21-2023	11:25:00	03-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2994	ISOPROPYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_001_001	CLAREMONT SPRINGS	SP	A	RT	01-02-2024	09:20:00	01-04-2024	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2976	VINYL CHLORIDE			UG/L	Y	0.500000000	.5	.5	EPA 524.2
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_003_003	WELL 01	WL	A	RT	06-05-2025	10:03:00	07-15-2025	1677	BASIC LABORATORY (REDDING)	1028	IRON	1200		UG/L	N	50.000000000		300	EPA 200.7
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_DST_801	DBPR Sample	DS	A	RT	08-07-2025	10:09:00	08-14-2025	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2942	BROMOFORM			UG/L	Y	0.500000000	1		EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	04-30-2024	11:33:00	05-08-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2034	GLYPHOSATE			UG/L	Y	25.000000000	25	700	EPA 547
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_DST_801	DBPR Sample	DS	A	RT	07-14-2025	11:45:00	07-22-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2944	DIBROMOCHLOROMETHANE			UG/L	Y	1.000000000	1		EPA 551.1
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	11-05-2024	11:00:00	11-12-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_002_002	WELL 02	WL	A	RT	09-29-2025	11:40:00	10-03-2025	2698	E.S. BABCOCK & SONS	2809	PERFLUOROHEXANOIC ACID (PFHXA)			NG/L	Y	2.000000000			EPA 533
